"행정구역","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"강원특별자치도 춘천시 신동면(5111033000)","1,344","1,344","42","75","117","94","141","261","349","164","91","10","0","1,238","1,238","33","72","74","73","119","200","327","139","167","34","0"
"강원특별자치도 춘천시 남면(5111034000)","582","582","8","22","21","33","44","109","173","106","57","8","1","491","491","4","5","17","20","36","69","156","87","73","24","0"
"강원특별자치도 춘천시 서면(5111035000)","1,867","1,867","27","78","112","114","146","336","576","315","146","16","1","1,766","1,766","36","53","81","90","115","264","494","289","267","74","3"
"강원특별자치도 춘천시 사북면(5111036000)","1,208","1,208","24","68","91","51","88","185","381","216","94","8","2","1,214","1,214","22","59","50","54","91","187","355","182","176","38","0"
"강원특별자치도 춘천시 북산면(5111038000)","541","541","7","10","16","24","27","93","205","102","52","5","0","416","416","4","7","10","8","16","64","135","95","67","9","1"
"강원특별자치도 춘천시 동내면(5111039000)","8,389","8,389","541","800","997","1,087","1,273","1,457","1,368","548","283","34","1","8,370","8,370","499","785","886","945","1,335","1,395","1,323","645","455","99","3"
"강원특별자치도 춘천시 남산면(5111040000)","1,726","1,726","34","73","95","116","184","314","496","278","124","12","0","1,575","1,575","30","50","82","80","123","253","448","270","193","44","2"
"강원특별자치도 춘천시 교동(5111052000)","2,010","2,010","53","88","668","234","179","258","273","167","80","10","0","1,839","1,839","41","98","530","169","154","207","274","206","137","23","0"
"강원특별자치도 춘천시 조운동(5111053000)","1,278","1,278","38","63","170","145","164","232","248","143","69","6","0","1,289","1,289","29","46","156","129","138","165","256","178","154","38","0"
"강원특별자치도 춘천시 약사명동(5111054500)","2,647","2,647","280","219","261","468","436","381","337","169","91","4","1","2,788","2,788","260","212","263","470","408","355","382","236","168","32","2"
"강원특별자치도 춘천시 근화동(5111057000)","4,516","4,516","424","390","528","877","598","647","640","244","149","17","2","4,461","4,461","410","305","501","769","555","565","614","388","311","43","0"
"강원특별자치도 춘천시 소양동(5111058000)","4,338","4,338","281","426","538","585","635","711","671","299","174","15","3","4,630","4,630","303","386","528","542","570","779","741","432","304","44","1"
"강원특별자치도 춘천시 후평1동(5111060000)","5,632","5,632","195","393","940","763","643","935","992","489","265","16","1","5,684","5,684","183","362","865","569","633","864","1,059","610","463","73","3"
"강원특별자치도 춘천시 후평2동(5111061000)","6,687","6,687","510","692","988","996","959","1,065","837","380","233","25","2","7,408","7,408","527","638","962","971","1,050","1,183","1,032","552","412","81","0"
"강원특별자치도 춘천시 후평3동(5111061100)","9,334","9,334","683","906","1,155","1,268","1,308","1,576","1,412","670","324","30","2","10,364","10,364","676","859","1,117","1,183","1,458","1,682","1,706","906","662","112","3"
"강원특별자치도 춘천시 효자1동(5111062000)","2,077","2,077","116","184","257","213","296","378","357","154","106","16","0","2,064","2,064","119","170","220","182","285","337","350","219","158","24","0"
"강원특별자치도 춘천시 효자2동(5111063000)","6,783","6,783","131","386","2,235","784","688","912","881","452","294","19","1","5,768","5,768","145","374","1,449","477","543","742","859","628","481","68","2"
"강원특별자치도 춘천시 효자3동(5111064000)","2,244","2,244","50","105","581","341","251","303","315","172","120","6","0","2,183","2,183","54","100","568","241","184","271","352","223","168","21","1"
"강원특별자치도 춘천시 석사동(5111065000)","16,628","16,628","914","1,932","2,701","1,841","2,381","3,064","2,256","980","499","60","0","16,999","16,999","824","1,879","2,294","1,658","2,523","3,166","2,382","1,236","880","157","0"
"강원특별자치도 춘천시 퇴계동(5111066000)","22,688","22,688","1,785","2,661","3,001","2,784","3,508","3,940","3,058","1,251","627","73","0","24,659","24,659","1,710","2,590","2,784","2,806","4,030","4,303","3,486","1,642","1,104","203","1"
"강원특별자치도 춘천시 강남동(5111067500)","12,436","12,436","1,130","1,167","1,488","1,712","1,922","2,027","1,756","850","348","33","3","13,231","13,231","1,116","1,040","1,383","1,857","2,014","2,252","2,018","924","531","92","4"
"강원특별자치도 춘천시 신사우동(5111070500)","12,791","12,791","1,312","1,284","1,549","1,962","1,871","1,920","1,671","803","374","42","3","12,859","12,859","1,247","1,145","1,220","1,893","1,916","1,900","1,812","947","662","115","2"
"강원특별자치도 원주시 (5113000000)","179,013","179,013","12,858","17,663","22,223","23,396","27,192","31,205","27,439","11,273","5,237","513","14","182,210","182,210","12,336","16,799","19,316","22,199","27,776","31,578","27,971","13,183","9,239","1,768","45"
"강원특별자치도 원주시 문막읍(5113025000)","8,985","8,985","433","755","994","926","1,323","1,801","1,600","748","369","35","1","8,578","8,578","399","706","769","777","1,189","1,630","1,551","817","611","124","5"
"강원특별자치도 원주시 소초면(5113031000)","4,398","4,398","138","192","570","406","421","778","1,142","488","229","34","0","3,865","3,865","129","189","301","284","316","743","974","476","369","79","5"
"강원특별자치도 원주시 호저면(5113032000)","1,803","1,803","42","72","149","114","160","334","517","258","143","13","1","1,642","1,642","42","45","78","89","119","270","455","243","247","54","0"
"강원특별자치도 원주시 지정면(5113033000)","14,838","14,838","2,310","1,590","1,117","3,052","3,160","1,622","1,327","478","162","19","1","15,242","15,242","2,351","1,569","1,074","3,197","2,992","1,772","1,409","475","330","70","3"
"강원특별자치도 원주시 부론면(5113035000)","1,107","1,107","9","34","64","45","72","185","365","219","108","6","0","1,054","1,054","12","41","65","36","40","130","320","191","178","41","0"
"강원특별자치도 원주시 귀래면(5113036000)","1,084","1,084","17","38","53","50","76","204","374","182","86","4","0","1,005","1,005","15","28","51","27","56","177","295","179","142","35","0"
"강원특별자치도 원주시 흥업면(5113037000)","5,087","5,087","211","358","909","479","597","880","1,030","414","188","21","0","4,468","4,468","190","339","598","395","513","763","898","392","318","61","1"
"강원특별자치도 원주시 판부면(5113038000)","3,788","3,788","158","299","490","511","538","749","662","263","109","9","0","3,314","3,314","156","277","368","378","463","628","579","248","167","48","2"
"강원특별자치도 원주시 신림면(5113039000)","1,865","1,865","30","56","96","93","151","348","623","316","136","15","1","1,732","1,732","39","48","63","71","106","306","529","289","242","38","1"
"강원특별자치도 원주시 중앙동(5113051500)","1,224","1,224","26","40","62","82","131","275","359","150","92","7","0","1,116","1,116","9","31","59","60","94","170","280","173","188","50","2"
"강원특별자치도 원주시 원인동(5113052000)","1,841","1,841","74","139","258","209","230","340","347","155","79","9","1","2,056","2,056","52","117","241","198","216","360","431","234","180","27","0"
"강원특별자치도 원주시 개운동(5113053000)","5,893","5,893","242","603","741","579","712","1,122","1,056","531","280","27","0","6,337","6,337","235","520","628","539","804","1,217","1,156","681","481","74","2"
"강원특별자치도 원주시 명륜1동(5113054100)","3,706","3,706","145","300","463","364","440","688","761","347","186","12","0","4,126","4,126","128","343","410","330","449","809","825","463","316","51","2"
"강원특별자치도 원주시 명륜2동(5113054200)","8,954","8,954","555","879","1,183","1,146","1,227","1,650","1,466","575","245","26","2","9,645","9,645","564","914","1,127","1,100","1,352","1,793","1,503","721","475","96","0"
"강원특별자치도 원주시 단구동(5113055000)","21,142","21,142","1,324","2,415","3,133","2,834","3,328","3,961","2,652","1,005","445","44","1","21,940","21,940","1,263","2,256","2,692","2,557","3,632","4,224","2,929","1,331","912","142","2"
"강원특별자치도 원주시 일산동(5113056000)","3,995","3,995","157","290","691","541","434","625","675","356","203","23","0","4,409","4,409","162","212","825","502","380","658","778","491","335","64","2"
"강원특별자치도 원주시 학성동(5113057500)","2,094","2,094","50","123","247","170","273","409","460","223","123","15","1","2,210","2,210","42","110","189","144","231","409","510","295","229","49","2"
"강원특별자치도 원주시 단계동(5113059000)","13,578","13,578","990","1,106","1,862","2,273","1,835","2,210","2,193","755","320","34","0","14,362","14,362","913","1,034","1,722","1,970","2,012","2,684","2,448","919","554","104","2"
"강원특별자치도 원주시 우산동(5113060000)","7,087","7,087","409","619","1,181","799","1,032","1,218","1,135","465","212","16","1","6,305","6,305","368","522","815","672","953","1,038","1,030","534","313","59","1"
"강원특별자치도 원주시 태장1동(5113061000)","6,287","6,287","475","585","743","833","913","1,144","976","416","189","12","1","6,310","6,310","444","561","689","808","902","1,085","935","530","310","45","1"
"강원특별자치도 원주시 태장2동(5113062000)","11,996","11,996","692","1,159","1,391","1,375","1,791","2,343","2,038","798","368","40","1","11,948","11,948","626","1,092","1,156","1,175","1,749","2,241","2,067","1,020","696","124","2"
"강원특별자치도 원주시 봉산동(5113063500)","3,653","3,653","99","281","387","316","405","723","805","393","222","22","0","3,765","3,765","100","200","318","243","357","677","862","500","423","82","3"
"강원특별자치도 원주시 행구동(5113065000)","4,265","4,265","301","436","512","424","610","811","720","277","159","14","1","4,424","4,424","283","471","423","417","657","871","723","304","232","41","2"
"강원특별자치도 원주시 무실동(5113066000)","17,419","17,419","1,480","2,381","2,316","2,332","2,979","2,878","2,006","741","283","23","0","18,094","18,094","1,374","2,108","2,023","2,264","3,441","3,100","2,276","904","501","100","3"
"강원특별자치도 원주시 반곡관설동(5113067500)","22,924","22,924","2,491","2,913","2,611","3,443","4,354","3,907","2,150","720","301","33","1","24,263","24,263","2,440","3,066","2,632","3,966","4,753","3,823","2,208","773","490","110","2"
"강원특별자치도 강릉시 (5115000000)","103,389","103,389","5,762","8,942","12,184","10,843","14,650","18,711","18,009","9,497","4,357","426","8","105,238","105,238","5,430","8,050","9,978","9,371","14,399","17,942","19,419","11,584","7,518","1,492","55"
"강원특별자치도 강릉시 주문진읍(5115025000)","7,654","7,654","294","475","622","605","947","1,412","1,727","1,071","449","51","1","7,999","7,999","250","360","477","487","834","1,305","1,875","1,357","891","157","6"
"강원특별자치도 강릉시 성산면(5115031000)","1,762","1,762","57","96","134","124","177","339","454","244","126","11","0","1,676","1,676","51","72","97","74","139","313","427","238","203","59","3"
"강원특별자치도 강릉시 왕산면(5115032000)","818","818","18","14","31","55","56","139","278","154","67","6","0","699","699","11","13","21","25","29","121","223","156","84","15","1"
"강원특별자치도 강릉시 구정면(5115033000)","2,108","2,108","99","133","173","127","252","390","534","260","125","15","0","2,049","2,049","85","124","117","127","211","337","506","266","209","63","4"
"강원특별자치도 강릉시 강동면(5115034000)","2,064","2,064","43","75","176","151","224","407","538","288","144","18","0","1,838","1,838","39","57","108","88","125","259","438","369","291","62","2"
"강원특별자치도 강릉시 옥계면(5115035000)","1,698","1,698","36","65","124","117","150","348","484","258","102","14","0","1,620","1,620","39","46","83","64","117","251","430","299","241","49","1"
"강원특별자치도 강릉시 사천면(5115036000)","2,726","2,726","100","145","253","255","351","498","661","292","159","12","0","2,615","2,615","78","136","186","209","318","457","644","315","229","41","2"
"강원특별자치도 강릉시 연곡면(5115037000)","3,239","3,239","128","230","243","265","428","575","738","424","190","17","1","3,207","3,207","121","210","179","206","420","504","780","460","267","57","3"
"강원특별자치도 강릉시 홍제동(5115051000)","7,074","7,074","562","690","748","919","1,116","1,251","1,028","493","241","25","1","7,524","7,524","532","664","738","863","1,197","1,251","1,126","664","393","92","4"
"강원특별자치도 강릉시 중앙동(5115052000)","2,107","2,107","46","120","232","218","261","378","412","275","147","18","0","2,311","2,311","52","129","236","146","227","338","476","387","269","49","2"
"강원특별자치도 강릉시 옥천동(5115054000)","1,610","1,610","32","72","152","128","205","345","315","241","110","10","0","1,549","1,549","30","63","129","91","151","263","328","279","192","22","1"
"강원특별자치도 강릉시 교1동(5115055000)","12,140","12,140","700","1,338","1,808","1,247","1,714","2,366","1,683","824","424","34","2","12,761","12,761","706","1,229","1,507","1,157","2,016","2,337","1,882","1,106","689","127","5"
"강원특별자치도 강릉시 교2동(5115056000)","3,555","3,555","148","251","438","354","427","661","681","399","181","15","0","3,622","3,622","121","239","369","294","482","615","737","434","277","51","3"
"강원특별자치도 강릉시 포남1동(5115057100)","5,239","5,239","181","393","620","608","724","926","968","536","254","28","1","5,592","5,592","182","329","605","507","638","988","1,186","709","395","52","1"
"강원특별자치도 강릉시 포남2동(5115057200)","5,907","5,907","212","450","720","638","820","1,108","1,142","579","224","14","0","6,053","6,053","204","411","599","517","704","1,050","1,375","695","400","96","2"
"강원특별자치도 강릉시 초당동(5115058000)","2,143","2,143","117","170","253","267","297","363","403","185","80","8","0","2,256","2,256","117","156","186","223","296","435","452","215","153","23","0"
"강원특별자치도 강릉시 송정동(5115059000)","4,585","4,585","375","455","501","558","730","765","719","330","135","17","0","5,031","5,031","396","447","438","582","793","881","843","403","196","51","1"
"강원특별자치도 강릉시 내곡동(5115060000)","9,287","9,287","742","900","1,308","1,212","1,591","1,469","1,217","597","232","19","0","9,052","9,052","700","802","1,015","1,086","1,487","1,478","1,330","655","403","94","2"
"강원특별자치도 강릉시 강남동(5115061500)","8,414","8,414","375","679","1,029","760","1,106","1,568","1,497","880","477","42","1","8,385","8,385","330","576","720","635","959","1,379","1,629","1,191","810","152","4"
"강원특별자치도 강릉시 성덕동(5115064500)","13,511","13,511","1,017","1,591","1,758","1,521","2,137","2,461","1,800","839","348","38","1","13,893","13,893","903","1,414","1,481","1,383","2,273","2,510","2,013","1,041","733","135","7"
"강원특별자치도 강릉시 경포동(5115066500)","5,748","5,748","480","600","861","714","937","942","730","328","142","14","0","5,506","5,506","483","573","687","607","983","870","719","345","193","45","1"
"강원특별자치도 동해시 (5117000000)","44,700","44,700","2,671","4,225","4,825","4,526","6,694","8,425","7,467","3,968","1,757","140","2","43,394","43,394","2,586","3,876","3,461","3,646","6,275","7,570","7,912","4,652","2,889","512","15"
"강원특별자치도 동해시 천곡동(5117051000)","14,730","14,730","1,067","1,602","1,619","1,704","2,345","2,518","2,316","1,133","395","30","1","14,987","14,987","1,019","1,535","1,333","1,415","2,362","2,653","2,695","1,217","622","131","5"
"강원특별자치도 동해시 송정동(5117052000)","1,896","1,896","46","95","304","160","216","327","381","232","123","12","0","1,540","1,540","47","77","96","92","164","241","345","244","187","46","1"
"강원특별자치도 동해시 북삼동(5117053000)","10,541","10,541","657","1,244","1,368","1,143","1,684","2,157","1,400","590","276","22","0","9,820","9,820","634","1,107","931","904","1,712","1,914","1,409","731","404","74","0"
"강원특별자치도 동해시 부곡동(5117054000)","2,309","2,309","58","152","203","148","297","471","492","320","158","10","0","2,409","2,409","61","143","162","126","262","406","571","412","235","27","4"
"강원특별자치도 동해시 동호동(5117055000)","2,432","2,432","102","210","213","189","364","492","455","268","129","9","1","2,404","2,404","101","178","178","179","283","392","494","365","210","23","1"
"강원특별자치도 동해시 발한동(5117057000)","1,587","1,587","45","57","130","107","178","302","371","259","128","10","0","1,529","1,529","35","63","91","69","111","211","370","318","229","32","0"
"강원특별자치도 동해시 묵호동(5117059000)","1,378","1,378","42","67","89","83","177","274","304","224","110","8","0","1,371","1,371","27","52","48","48","136","179","339","306","224","11","1"
"강원특별자치도 동해시 북평동(5117060000)","6,814","6,814","580","635","666","791","1,084","1,261","1,053","516","209","19","0","6,520","6,520","571","596","494","689","1,013","1,108","1,041","546","372","89","1"
"강원특별자치도 동해시 망상동(5117063000)","1,658","1,658","47","90","124","112","204","322","365","247","137","10","0","1,613","1,613","71","74","72","84","151","250","367","271","229","42","2"
"강원특별자치도 동해시 삼화동(5117065000)","1,355","1,355","27","73","109","89","145","301","330","179","92","10","0","1,201","1,201","20","51","56","40","81","216","281","242","177","37","0"
"강원특별자치도 태백시 (5119000000)","19,340","19,340","935","1,739","1,686","1,527","2,835","3,692","3,846","2,146","888","44","2","18,932","18,932","855","1,579","1,190","1,259","2,547","3,125","3,797","2,735","1,613","226","6"
"강원특별자치도 태백시 황지동(5119051500)","3,550","3,550","271","347","353","394","580","606","587","294","109","7","2","3,575","3,575","257","324","238","352","532","563","658","403","219","27","2"
