"행정구역","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"부산광역시 부산진구 부전제1동(2623051000)","7,783","7,783","258","225","1,561","1,448","926","1,224","1,278","629","215","19","0","7,974","7,974","257","264","2,219","1,289","746","969","1,118","687","369","55","1"
"부산광역시 부산진구 부전제2동(2623052000)","6,021","6,021","375","271","1,288","1,305","895","812","688","286","92","9","0","6,190","6,190","329","261","1,638","1,142","753","819","712","340","165","28","3"
"부산광역시 부산진구 연지동(2623054000)","12,181","12,181","1,070","1,124","1,155","1,595","1,918","1,923","1,827","1,078","456","35","0","13,470","13,470","1,013","1,083","1,103","1,628","2,073","2,114","2,299","1,375","686","92","4"
"부산광역시 부산진구 초읍동(2623055000)","9,800","9,800","490","777","906","971","1,400","1,716","1,752","1,208","533","46","1","10,598","10,598","460","635","825","964","1,325","1,702","2,168","1,582","827","109","1"
"부산광역시 부산진구 양정제1동(2623056000)","8,776","8,776","422","635","1,166","1,189","1,196","1,560","1,469","781","315","43","0","10,083","10,083","420","608","1,294","1,214","1,242","1,761","1,765","1,077","617","83","2"
"부산광역시 부산진구 양정제2동(2623057000)","6,829","6,829","427","313","1,182","1,410","1,094","928","796","460","204","14","1","8,014","8,014","479","394","1,820","1,607","1,016","876","876","594","311","41","0"
"부산광역시 부산진구 전포제1동(2623060000)","9,897","9,897","611","581","1,886","2,134","1,493","1,268","1,063","577","261","23","0","10,826","10,826","586","585","2,473","2,047","1,449","1,288","1,165","733","426","73","1"
"부산광역시 부산진구 전포제2동(2623061000)","10,943","10,943","585","632","1,585","1,936","1,510","1,578","1,637","979","464","37","0","12,398","12,398","533","655","1,877","1,858","1,599","1,720","1,975","1,356","728","94","3"
"부산광역시 부산진구 부암제1동(2623064000)","11,218","11,218","879","917","1,224","1,672","1,795","1,785","1,679","910","330","26","1","11,909","11,909","744","880","1,282","1,720","1,767","1,903","1,885","1,079","561","87","1"
"부산광역시 부산진구 부암제3동(2623066000)","9,933","9,933","675","966","1,090","1,232","1,522","1,697","1,662","771","301","17","0","10,350","10,350","634","991","888","1,164","1,593","1,832","1,763","951","463","70","1"
"부산광역시 부산진구 당감제1동(2623067000)","9,903","9,903","359","805","1,145","1,038","1,322","1,796","1,978","1,048","377","35","0","11,029","11,029","380","766","1,034","923","1,343","2,095","2,266","1,349","758","111","4"
"부산광역시 부산진구 당감제2동(2623068000)","5,496","5,496","395","416","591","944","881","785","801","479","191","13","0","6,082","6,082","427","400","663","912","866","852","1,053","602","279","28","0"
"부산광역시 부산진구 당감제4동(2623070000)","4,959","4,959","233","380","495","521","720","943","972","496","190","9","0","5,291","5,291","204","385","449","522","646","1,042","1,031","629","335","46","2"
"부산광역시 부산진구 가야제1동(2623071000)","8,387","8,387","247","543","1,404","949","1,172","1,372","1,513","872","298","17","0","8,180","8,180","244","501","1,098","778","930","1,324","1,660","1,051","529","64","1"
"부산광역시 부산진구 가야제2동(2623072000)","8,781","8,781","543","707","1,013","1,128","1,212","1,410","1,451","944","350","23","0","9,350","9,350","527","710","888","1,033","1,225","1,537","1,750","1,105","503","71","1"
"부산광역시 부산진구 개금제1동(2623074000)","8,854","8,854","558","578","1,481","1,496","1,364","1,355","1,147","608","248","19","0","9,411","9,411","553","620","1,776","1,323","1,274","1,374","1,289","768","394","39","1"
"부산광역시 부산진구 개금제2동(2623075000)","4,794","4,794","203","358","635","535","607","834","898","515","198","11","0","5,219","5,219","207","350","634","417","604","897","1,034","668","359","48","1"
"부산광역시 부산진구 개금제3동(2623076000)","12,741","12,741","660","1,059","1,432","1,382","1,781","2,249","2,550","1,194","394","39","1","13,938","13,938","612","1,086","1,327","1,436","1,783","2,501","2,879","1,409","767","136","2"
"부산광역시 부산진구 범천제1동(2623077000)","5,633","5,633","209","222","998","1,227","780","792","794","398","195","18","0","6,553","6,553","219","255","1,465","1,248","774","835","886","511","318","41","1"
"부산광역시 부산진구 범천제2동(2623078000)","10,342","10,342","622","551","1,063","1,819","1,556","1,492","1,822","1,026","363","28","0","11,184","11,184","608","511","1,275","1,813","1,347","1,564","2,075","1,222","665","103","1"
"부산광역시 동래구 (2626000000)","129,694","129,694","9,118","13,031","14,158","15,631","20,824","21,205","19,594","11,559","4,269","303","2","139,178","139,178","8,713","12,101","13,610","15,480","21,851","22,658","23,319","13,935","6,481","1,005","25"
"부산광역시 동래구 수민동(2626051000)","14,699","14,699","1,031","1,395","1,590","1,851","2,234","2,348","2,298","1,391","522","39","0","15,862","15,862","983","1,211","1,444","1,823","2,346","2,650","2,790","1,685","800","128","2"
"부산광역시 동래구 복산동(2626052000)","4,072","4,072","111","250","377","415","502","708","886","569","235","19","0","4,367","4,367","113","230","324","296","449","727","999","730","429","69","1"
"부산광역시 동래구 명륜동(2626054500)","12,869","12,869","1,208","1,987","1,201","1,318","2,467","2,188","1,411","756","313","20","0","13,389","13,389","1,102","1,624","1,190","1,476","2,793","2,144","1,601","930","459","70","0"
"부산광역시 동래구 온천제1동(2626055000)","11,544","11,544","753","704","1,577","2,116","1,884","1,819","1,485","798","374","34","0","13,121","13,121","716","782","2,076","2,175","1,947","1,970","1,693","1,085","592","80","5"
"부산광역시 동래구 온천제2동(2626056000)","11,562","11,562","1,216","1,216","1,076","1,520","2,013","1,708","1,456","937","378","42","0","12,542","12,542","1,336","1,204","942","1,589","2,132","1,749","1,822","1,084","565","118","1"
"부산광역시 동래구 온천제3동(2626057000)","17,651","17,651","1,034","1,368","2,288","2,387","2,558","2,885","2,853","1,627","612","38","1","18,654","18,654","968","1,178","2,315","2,222","2,502","3,265","3,330","1,939","828","104","3"
"부산광역시 동래구 사직제1동(2626058000)","4,766","4,766","328","471","530","564","779","794","651","428","204","17","0","5,214","5,214","277","499","487","552","823","810","830","596","307","32","1"
"부산광역시 동래구 사직제2동(2626059000)","11,892","11,892","939","1,821","1,307","1,025","2,175","2,199","1,495","710","211","10","0","13,031","13,031","1,007","1,996","1,165","1,089","2,601","2,260","1,652","868","332","58","3"
"부산광역시 동래구 사직제3동(2626060000)","8,363","8,363","657","1,132","805","783","1,547","1,325","1,112","711","275","16","0","8,548","8,548","517","830","760","828","1,593","1,244","1,374","916","432","50","4"
"부산광역시 동래구 안락제1동(2626074000)","6,585","6,585","315","458","686","715","918","1,082","1,289","801","304","17","0","6,912","6,912","271","399","585","672","836","1,157","1,543","945","427","76","1"
"부산광역시 동래구 안락제2동(2626075000)","12,567","12,567","782","1,271","1,361","1,368","1,875","2,129","2,132","1,255","369","24","1","13,549","13,549","720","1,235","1,187","1,367","2,029","2,357","2,534","1,403","610","106","1"
"부산광역시 동래구 명장제1동(2626076100)","6,462","6,462","401","470","642","754","986","994","1,189","760","256","10","0","6,911","6,911","393","519","543","688","939","1,116","1,429","878","337","66","3"
"부산광역시 동래구 명장제2동(2626076200)","6,662","6,662","343","488","718","815","886","1,026","1,337","816","216","17","0","7,078","7,078","310","394","592","703","861","1,209","1,722","876","363","48","0"
"부산광역시 남구 (2629000000)","124,468","124,468","7,150","11,447","16,978","13,901","18,738","20,620","18,918","11,628","4,750","331","7","131,161","131,161","6,740","10,883","15,274","13,076","18,751","21,195","22,295","14,651","7,253","1,022","21"
"부산광역시 남구 대연제1동(2629051000)","7,821","7,821","145","445","2,157","978","894","1,112","965","728","368","29","0","7,631","7,631","159","468","1,673","701","759","1,101","1,266","956","484","64","0"
"부산광역시 남구 대연제3동(2629053000)","17,309","17,309","1,254","1,890","3,821","2,039","2,719","2,489","1,749","929","387","30","2","18,067","18,067","1,131","1,799","3,551","2,050","2,924","2,636","2,131","1,172","565","105","3"
"부산광역시 남구 대연제4동(2629054000)","6,733","6,733","542","519","596","1,002","1,147","966","1,010","633","292","26","0","7,137","7,137","541","503","558","980","985","993","1,203","879","429","64","2"
"부산광역시 남구 대연제5동(2629055000)","7,883","7,883","394","674","1,308","940","1,143","1,264","1,091","729","319","21","0","8,649","8,649","340","639","1,532","866","1,159","1,309","1,331","936","476","60","1"
"부산광역시 남구 대연제6동(2629056000)","7,038","7,038","667","888","734","749","1,311","1,095","847","517","215","15","0","7,611","7,611","648","858","680","910","1,391","1,180","1,005","612","277","49","1"
"부산광역시 남구 용호제1동(2629057000)","20,320","20,320","1,321","2,391","2,255","1,724","3,100","3,787","3,200","1,749","729","61","3","22,208","22,208","1,253","2,378","1,904","1,857","3,638","4,073","3,642","2,157","1,125","179","2"
"부산광역시 남구 용호제2동(2629058000)","9,424","9,424","714","1,013","883","1,084","1,552","1,476","1,460","938","284","20","0","10,060","10,060","679","960","817","1,084","1,657","1,555","1,753","1,037","435","82","1"
"부산광역시 남구 용호제3동(2629059000)","5,372","5,372","169","383","557","534","665","928","1,058","798","268","12","0","5,793","5,793","152","343","494","427","641","1,001","1,306","930","442","54","3"
"부산광역시 남구 용호제4동(2629060000)","3,677","3,677","162","285","385","399","582","620","650","424","156","13","1","4,019","4,019","153","277","339","342","541","653","844","584","253","32","1"
"부산광역시 남구 용당동(2629061000)","3,910","3,910","181","347","516","358","527","755","705","376","138","7","0","3,870","3,870","186","320","365","333","513","739","718","448","215","33","0"
"부산광역시 남구 감만제1동(2629062000)","4,226","4,226","164","354","444","471","634","741","793","448","173","4","0","4,024","4,024","173","298","340","348","516","704","868","521","225","31","0"
"부산광역시 남구 감만제2동(2629063000)","3,176","3,176","85","211","308","277","444","589","603","435","208","16","0","3,297","3,297","85","186","228","221","347","516","757","587","332","37","1"
"부산광역시 남구 우암동(2629064500)","5,937","5,937","225","424","562","532","827","1,009","1,198","842","300","18","0","6,210","6,210","191","373","444","485","692","963","1,465","1,033","490","73","1"
"부산광역시 남구 문현제1동(2629068000)","5,303","5,303","225","497","632","497","706","1,027","946","553","208","12","0","5,517","5,517","212","413","511","403","746","1,038","1,045","760","356","32","1"
"부산광역시 남구 문현제2동(2629069000)","4,183","4,183","193","180","506","772","610","654","675","389","183","20","1","4,200","4,200","146","184","637","641","508","533","655","496","360","38","2"
"부산광역시 남구 문현제3동(2629070000)","7,900","7,900","522","694","863","1,013","1,279","1,357","1,174","684","297","17","0","8,340","8,340","529","658","771","960","1,245","1,411","1,363","898","449","55","1"
"부산광역시 남구 문현제4동(2629071000)","4,256","4,256","187","252","451","532","598","751","794","456","225","10","0","4,528","4,528","162","226","430","468","489","790","943","645","340","34","1"
"부산광역시 북구 (2632000000)","133,421","133,421","7,966","10,852","15,513","17,022","18,464","22,675","25,152","11,687","3,824","263","3","138,104","138,104","7,505","10,105","13,682","15,251","17,916","25,838","26,679","13,399","6,644","1,052","33"
"부산광역시 북구 구포제1동(2632051000)","7,663","7,663","404","348","865","1,146","1,030","1,263","1,596","751","241","19","0","7,629","7,629","403","345","847","957","803","1,326","1,634","847","415","49","3"
"부산광역시 북구 구포제2동(2632052000)","12,077","12,077","520","815","1,462","1,524","1,607","2,163","2,495","1,124","351","16","0","11,521","11,521","455","746","1,151","1,241","1,372","2,259","2,465","1,188","560","80","4"
"부산광역시 북구 구포제3동(2632052100)","9,258","9,258","259","679","1,160","962","1,225","1,856","1,973","868","257","18","1","8,792","8,792","256","546","944","717","1,008","1,878","2,012","950","421","58","2"
"부산광역시 북구 금곡동(2632053000)","17,018","17,018","759","1,299","1,756","1,853","2,112","3,012","3,712","1,776","682","57","0","18,307","18,307","727","1,244","1,499","1,505","2,114","3,505","3,764","2,176","1,522","247","4"
"부산광역시 북구 화명제1동(2632054100)","19,345","19,345","1,653","2,076","2,449","2,420","2,775","3,268","3,316","1,090","286","12","0","20,262","20,262","1,597","2,008","2,095","2,525","3,068","4,152","3,165","1,117","458","74","3"
"부산광역시 북구 화명제2동(2632054200)","8,317","8,317","593","693","1,080","1,132","1,093","1,400","1,489","601","218","18","0","8,847","8,847","576","645","957","1,082","1,081","1,797","1,532","733","374","67","3"
"부산광역시 북구 화명제3동(2632054300)","13,747","13,747","1,015","1,774","1,781","1,457","2,018","2,591","1,832","879","368","31","1","14,439","14,439","909","1,612","1,588","1,465","2,431","2,864","1,897","1,069","523","78","3"
"부산광역시 북구 덕천제1동(2632055000)","6,462","6,462","323","274","747","1,101","841","1,004","1,217","695","241","18","1","6,749","6,749","296","291","715","894","713","1,043","1,433","848","440","73","3"
"부산광역시 북구 덕천제2동(2632056000)","5,535","5,535","162","248","699","815","680","993","1,146","573","207","12","0","5,561","5,561","134","238","652","561","571","967","1,304","702","359","70","3"
"부산광역시 북구 덕천제3동(2632056100)","4,780","4,780","133","299","549","552","670","821","982","556","202","16","0","5,088","5,088","132","279","523","405","535","863","1,116","783","389","61","2"
"부산광역시 북구 만덕제1동(2632057100)","7,924","7,924","712","504","696","1,420","1,233","1,051","1,400","708","195","5","0","8,334","8,334","667","479","728","1,357","1,188","1,236","1,590","765","293","31","0"
"부산광역시 북구 만덕제2동(2632057200)","12,861","12,861","1,004","1,187","1,304","1,657","1,983","2,015","2,219","1,166","303","23","0","13,534","13,534","945","1,096","1,207","1,622","1,941","2,272","2,576","1,255","521","99","0"
"부산광역시 북구 만덕제3동(2632057300)","8,434","8,434","429","656","965","983","1,197","1,238","1,775","900","273","18","0","9,041","9,041","408","576","776","920","1,091","1,676","2,191","966","369","65","3"
"부산광역시 해운대구 (2635000000)","180,958","180,958","11,551","18,116","20,523","20,413","28,039","31,659","29,226","15,184","5,734","502","11","196,706","196,706","11,036","16,923","18,851","20,652","30,394","35,539","33,028","18,767","9,880","1,592","44"
"부산광역시 해운대구 우제1동(2635051000)","10,355","10,355","538","808","1,202","1,351","1,573","1,762","1,674","1,032","386","28","1","11,532","11,532","593","797","1,257","1,370","1,666","1,969","2,001","1,220","565","90","4"
"부산광역시 해운대구 우제2동(2635052000)","14,182","14,182","1,220","1,665","1,467","1,511","2,255","2,520","2,037","1,059","411","36","1","15,728","15,728","1,187","1,481","1,376","1,780","2,647","2,910","2,314","1,263","653","112","5"
"부산광역시 해운대구 우제3동(2635052500)","13,179","13,179","1,283","1,629","1,212","1,213","2,257","2,119","2,017","1,003","403","41","2","14,745","14,745","1,214","1,577","1,128","1,573","2,679","2,506","2,270","1,145","540","109","4"
"부산광역시 해운대구 중제1동(2635053000)","13,012","13,012","1,015","1,313","1,477","1,573","2,170","2,312","1,792","928","397","34","1","14,205","14,205","936","1,211","1,548","1,719","2,408","2,568","2,049","1,090","595","77","4"
"부산광역시 해운대구 중제2동(2635054000)","7,262","7,262","515","631","683","969","1,266","1,236","1,182","558","203","19","0","7,921","7,921","569","537","648","957","1,284","1,432","1,422","737","277","57","1"
"부산광역시 해운대구 좌제1동(2635055100)","8,050","8,050","450","981","1,160","926","1,181","1,537","1,100","433","251","30","1","9,243","9,243","447","904","1,243","1,033","1,533","1,737","1,155","646","478","65","2"
"부산광역시 해운대구 좌제2동(2635055200)","14,043","14,043","823","1,268","1,941","2,106","1,994","2,361","2,171","887","444","47","1","16,503","16,503","775","1,278","2,203","2,156","2,443","3,104","2,424","1,242","737","137","4"
"부산광역시 해운대구 좌제3동(2635055300)","7,100","7,100","438","768","882","762","935","1,282","1,153","563","277","40","0","8,098","8,098","405","741","705","789","1,132","1,572","1,358","753","536","103","4"
"부산광역시 해운대구 좌제4동(2635055400)","10,458","10,458","779","1,336","1,297","1,111","1,525","1,929","1,527","623","296","35","0","11,632","11,632","678","1,281","1,157","1,217","1,917","2,279","1,650","825","542","82","4"
"부산광역시 해운대구 송정동(2635056000)","4,494","4,494","198","272","471","569","652","719","869","542","189","13","0","4,797","4,797","157","205","376","497","540","847","1,112","633","373","56","1"
"부산광역시 해운대구 반여제1동(2635057000)","16,765","16,765","1,139","1,949","2,073","1,737","2,535","3,124","2,528","1,244","392","43","1","17,429","17,429","1,062","1,828","1,699","1,807","2,891","3,336","2,613","1,414","671","106","2"
"부산광역시 해운대구 반여제2동(2635058000)","5,610","5,610","177","221","575","698","804","1,018","1,167","684","243","23","0","5,941","5,941","188","236","442","541","627","1,056","1,362","915","510","63","1"
"부산광역시 해운대구 반여제3동(2635059000)","3,743","3,743","78","181","383","384","480","708","854","460","206","9","0","3,986","3,986","68","160","330","256","388","686","1,030","650","363","55","0"
"부산광역시 해운대구 반여제4동(2635059500)","7,256","7,256","478","724","866","819","1,129","1,229","1,257","603","145","6","0","7,518","7,518","458","694","695","779","1,136","1,476","1,381","610","243","46","0"
"부산광역시 해운대구 반송제1동(2635061000)","6,213","6,213","122","262","663","556","778","1,218","1,371","847","382","14","0","6,191","6,191","117","256","492","394","547","1,042","1,404","1,166","671","102","0"
"부산광역시 해운대구 반송제2동(2635062000)","10,377","10,377","306","621","951","920","1,385","1,811","2,397","1,432","513","40","1","10,961","10,961","285","513","766","690","1,089","1,838","2,583","1,974","1,067","152","4"
"부산광역시 해운대구 재송제1동(2635065000)","17,925","17,925","1,577","2,596","1,898","1,874","3,480","2,899","2,086","1,160","333","21","1","18,604","18,604","1,519","2,372","1,679","1,993","3,882","2,925","2,403","1,246","497","86","2"
"부산광역시 해운대구 재송제2동(2635066000)","10,934","10,934","415","891","1,322","1,334","1,640","1,875","2,044","1,126","263","23","1","11,672","11,672","378","852","1,107","1,101","1,585","2,256","2,497","1,238","562","94","2"
"부산광역시 사하구 (2638000000)","146,475","146,475","7,697","11,994","17,759","17,089","21,540","25,231","26,291","13,991","4,559","321","3","148,742","148,742","7,228","11,428","15,116","14,920","20,190","25,892","28,799","16,289","7,629","1,213","38"
"부산광역시 사하구 괴정제1동(2638051000)","8,558","8,558","382","707","973","918","1,152","1,382","1,600","1,021","391","32","0","9,382","9,382","336","645","851","832","1,168","1,626","1,937","1,219","640","120","8"
"부산광역시 사하구 괴정제2동(2638052000)","7,198","7,198","422","584","735","856","1,076","1,223","1,213","815","263","11","0","7,722","7,722","408","594","716","776","1,079","1,244","1,454","984","405","61","1"
"부산광역시 사하구 괴정제3동(2638053000)","5,501","5,501","192","320","585","650","723","937","1,129","675","265","25","0","6,071","6,071","165","314","561","545","647","998","1,404","916","452","69","0"
"부산광역시 사하구 괴정제4동(2638054000)","7,381","7,381","595","674","767","921","1,217","1,134","1,150","683","223","17","0","7,727","7,727","531","696","686","882","1,199","1,233","1,332","780","332","54","2"
"부산광역시 사하구 당리동(2638055000)","11,753","11,753","560","1,052","1,306","1,279","1,713","1,912","2,220","1,271","409","31","0","12,420","12,420","515","967","1,180","1,156","1,714","2,232","2,553","1,337","641","123","2"
"부산광역시 사하구 하단제1동(2638056100)","10,617","10,617","451","740","1,704","1,622","1,506","1,658","1,720","889","302","25","0","10,643","10,643","454","740","1,587","1,205","1,358","1,763","1,947","1,046","465","75","3"
"부산광역시 사하구 하단제2동(2638056200)","12,623","12,623","576","947","2,943","1,674","1,654","1,856","1,759","882","313","18","1","12,430","12,430","482","952","2,257","1,375","1,535","2,014","2,107","1,154","484","65","5"
"부산광역시 사하구 신평제1동(2638057100)","8,047","8,047","429","521","724","927","1,246","1,524","1,607","797","260","12","0","7,609","7,609","398","477","613","727","968","1,332","1,616","974","453","50","1"
"부산광역시 사하구 신평제2동(2638057200)","8,551","8,551","567","703","930","1,256","1,308","1,444","1,466","699","161","16","1","8,605","8,605","554","627","894","1,138","1,201","1,540","1,659","659","282","51","0"
"부산광역시 사하구 장림제1동(2638058000)","5,188","5,188","321","472","486","542","1,000","960","823","444","134","6","0","4,872","4,872","300","455","371","509","831","757","849","554","217","29","0"
"부산광역시 사하구 장림제2동(2638059000)","13,056","13,056","664","1,165","1,521","1,597","2,042","2,339","2,251","1,148","315","14","0","12,757","12,757","631","1,109","1,281","1,302","1,896","2,324","2,423","1,214","516","57","4"
"부산광역시 사하구 다대제1동(2638060100)","18,067","18,067","970","1,826","2,001","1,717","2,665","3,453","3,307","1,584","505","38","1","18,170","18,170","991","1,712","1,565","1,664","2,731","3,389","3,270","1,779","911","153","5"
"부산광역시 사하구 다대제2동(2638060200)","12,556","12,556","596","1,068","1,425","1,135","1,635","2,365","2,658","1,246","392","36","0","13,003","13,003","579","987","1,110","1,009","1,747","2,536","2,669","1,464","761","140","1"
"부산광역시 사하구 구평동(2638061000)","6,346","6,346","658","532","593","1,010","1,119","983","920","427","100","4","0","6,063","6,063","552","457","533","1,013","949","952","994","428","149","35","1"
"부산광역시 사하구 감천제1동(2638062000)","8,365","8,365","278","595","847","793","1,145","1,511","1,850","988","334","24","0","8,652","8,652","277","604","757","645","970","1,550","2,009","1,222","541","75","2"
"부산광역시 사하구 감천제2동(2638063000)","2,668","2,668","36","88","219","192","339","550","618","422","192","12","0","2,616","2,616","55","92","154","142","197","402","576","559","380","56","3"
"부산광역시 금정구 (2641000000)","104,122","104,122","4,771","8,183","14,998","11,533","13,863","17,140","18,444","10,626","4,223","334","7","109,480","109,480","4,673","7,800","12,698","10,024","13,743","18,552","21,207","13,038","6,647","1,071","27"
"부산광역시 금정구 서제1동(2641051000)","2,361","2,361","25","79","199","213","306","464","591","336","140","8","0","2,155","2,155","19","78","137","122","192","343","589","400","247","28","0"
"부산광역시 금정구 서제2동(2641052000)","4,182","4,182","102","200","403","454","521","764","1,004","553","168","13","0","4,205","4,205","110","203","338","349","393","770","1,114","600","294","33","1"
"부산광역시 금정구 서제3동(2641053000)","5,095","5,095","124","223","459","541","627","941","1,207","690","268","15","0","5,146","5,146","121","187","425","383","480","882","1,341","852","430","44","1"
"부산광역시 금정구 금사회동동(2641055500)","3,750","3,750","99","142","299","370","483","655","958","558","175","11","0","3,438","3,438","74","143","240","281","306","591","900","596","274","32","1"
"부산광역시 금정구 부곡제1동(2641057000)","3,652","3,652","113","194","333","380","520","598","775","536","190","13","0","3,903","3,903","103","182","268","265","394","595","931","728","368","69","0"
"부산광역시 금정구 부곡제2동(2641058000)","8,065","8,065","373","721","1,150","917","1,114","1,383","1,333","736","309","28","1","8,972","8,972","332","695","1,223","849","1,253","1,586","1,527","924","508","73","2"
"부산광역시 금정구 부곡제3동(2641059000)","7,111","7,111","397","617","983","893","998","1,166","1,152","642","233","29","1","7,839","7,839","424","632","888","790","1,073","1,353","1,421","784","392","79","3"
"부산광역시 금정구 부곡제4동(2641059100)","5,641","5,641","190","347","633","644","732","975","1,117","728","261","13","1","6,193","6,193","189","300","545","535","699","1,099","1,444","926","397","57","2"
"부산광역시 금정구 장전제1동(2641060000)","9,347","9,347","301","621","3,510","1,103","1,017","1,041","936","553","246","19","0","8,515","8,515","332","690","2,520","763","937","1,032","1,092","723","356","68","2"
"부산광역시 금정구 장전제2동(2641061000)","12,279","12,279","1,083","1,416","1,497","1,489","2,141","1,755","1,477","938","445","37","1","13,228","13,228","996","1,168","1,341","1,575","2,284","1,924","1,923","1,251","632","132","2"
"부산광역시 금정구 선두구동(2641063500)","1,107","1,107","28","43","73","98","115","210","323","139","72","5","1","956","956","19","22","63","57","67","168","254","183","100","20","3"
"부산광역시 금정구 청룡노포동(2641066500)","4,579","4,579","202","337","471","456","498","785","894","633","276","27","0","4,801","4,801","190","294","388","375","514","837","1,061","703","385","51","3"
"부산광역시 금정구 남산동(2641067000)","12,861","12,861","383","857","2,017","1,434","1,443","2,270","2,457","1,368","590","42","0","13,568","13,568","367","784","1,706","1,160","1,431","2,499","2,796","1,748","930","142","5"
"부산광역시 금정구 구서제1동(2641068000)","8,809","8,809","521","865","1,067","985","1,327","1,521","1,449","774","283","17","0","9,856","9,856","528","909","983","1,018","1,446","1,812","1,673","915","498","74","0"
"부산광역시 금정구 구서제2동(2641069000)","14,830","14,830","808","1,466","1,872","1,530","1,964","2,535","2,668","1,375","556","54","2","16,244","16,244","851","1,469","1,602","1,483","2,207","2,998","3,029","1,646","797","160","2"
"부산광역시 금정구 금성동(2641070000)","453","453","22","55","32","26","57","77","103","67","11","3","0","461","461","18","44","31","19","67","63","112","59","39","9","0"
"부산광역시 강서구 (2644000000)","73,705","73,705","8,661","7,827","6,042","11,568","15,809","9,382","8,836","4,264","1,218","96","2","68,398","68,398","8,091","7,510","4,953","11,107","13,177","8,087","8,891","4,131","2,053","393","5"
"부산광역시 강서구 대저1동(2644051000)","3,242","3,242","55","119","246","301","335","569","873","551","181","12","0","2,606","2,606","69","106","160","195","214","372","695","456","285","52","2"
"부산광역시 강서구 대저2동(2644052000)","3,686","3,686","214","225","455","495","479","551","736","372","150","9","0","2,854","2,854","161","203","238","321","336","364","598","360","226","46","1"
"부산광역시 강서구 강동동(2644053000)","2,488","2,488","161","86","140","301","271","390","667","367","94","11","0","2,211","2,211","120","96","104","248","184","293","585","342","203","36","0"
"부산광역시 강서구 명지1동(2644053500)","27,273","27,273","4,432","3,055","1,950","5,351","6,599","2,626","2,074","947","223","16","0","27,048","27,048","4,256","3,110","1,972","5,773","5,651","2,519","2,396","934","361","74","2"
"부산광역시 강서구 명지2동(2644054500)","14,984","14,984","1,970","2,548","1,230","1,622","3,592","1,984","1,335","555","136","11","1","15,028","15,028","1,832","2,401","1,122","1,887","3,630","1,891","1,446","563","219","37","0"
"부산광역시 강서구 가락동(2644055000)","1,154","1,154","11","31","61","96","115","207","320","224","84","5","0","983","983","8","29","44","45","57","154","284","193","140","29","0"
"부산광역시 강서구 녹산동(2644056000)","18,601","18,601","1,759","1,695","1,775","3,161","4,110","2,642","2,229","938","270","22","0","15,650","15,650","1,591","1,496","1,202","2,472","2,926","2,125","2,296","1,007","451","84","0"
"부산광역시 강서구 가덕도동(2644058000)","2,277","2,277","59","68","185","241","308","413","602","310","80","10","1","2,018","2,018","54","69","111","166","179","369","591","276","168","35","0"
"부산광역시 연제구 (2647000000)","101,178","101,178","6,798","8,526","11,432","13,677","15,727","16,335","15,632","9,135","3,677","237","2","110,673","110,673","6,636","8,323","11,705","13,670","16,168","17,912","18,584","11,433","5,427","795","20"
"부산광역시 연제구 거제제1동(2647061000)","13,293","13,293","1,001","1,745","1,535","1,195","2,119","2,403","1,699","1,071","499","26","0","14,394","14,394","852","1,520","1,416","1,273","2,574","2,543","2,025","1,427","669","90","5"
"부산광역시 연제구 거제제2동(2647062000)","11,353","11,353","1,390","1,451","1,041","1,522","2,240","1,793","1,111","566","229","9","1","12,293","12,293","1,435","1,556","1,055","1,705","2,417","1,798","1,255","710","319","43","0"
"부산광역시 연제구 거제제3동(2647063000)","4,351","4,351","187","258","493","497","548","731","790","524","297","26","0","4,949","4,949","164","287","487","438","537","803","952","755","453","72","1"
"부산광역시 연제구 거제제4동(2647064000)","4,638","4,638","227","480","550","461","627","827","818","462","170","15","1","4,890","4,890","202","423","433","413","694","918","954","526","274","51","2"
"부산광역시 연제구 연산제1동(2647065000)","7,783","7,783","496","662","801","991","1,233","1,220","1,318","772","270","20","0","8,209","8,209","479","590","696","951","1,216","1,322","1,599","913","386","54","3"
"부산광역시 연제구 연산제2동(2647066000)","10,258","10,258","900","637","1,135","1,913","1,602","1,507","1,353","827","359","25","0","11,522","11,522","854","655","1,406","2,079","1,559","1,683","1,659","1,039","528","59","1"
"부산광역시 연제구 연산제3동(2647067000)","4,964","4,964","399","259","443","774","776","752","832","525","194","10","0","5,403","5,403","353","267","440","752","732","836","1,051","639","299","34","0"
"부산광역시 연제구 연산제4동(2647068000)","7,373","7,373","215","412","917","970","1,046","1,176","1,462","819","334","22","0","8,068","8,068","224","443","1,099","874","917","1,255","1,661","1,049","476","68","2"
